RMS,Spectral Slope,Zero Crossings,MFCC(2),Spectral RollOff,MFCC(4),MFCC(13),MFCC(11),MFCC(1),MFCC(12),Spectral Spread,Class
-14.478,-1.96E-06,0.11062,2.0755,1323,-0.12404,-0.10885,0.11507,-21.971,0.15499,1550.5,'music'
-15.72,-1.74E-06,0.09304,2.4125,586,0.66922,0.30169,-0.0071423,-23.291,0.47325,1020.3,'music'
-16.548,-1.78E-06,0.091819,2.2117,689,0.76801,-0.47836,0.041721,-22.502,-0.22456,889.1,'music'
-13.231,-1.67E-06,0.22222,1.0741,1294,1.1366,0.35534,0.15064,-22.872,0.016777,1334.1,'speech'
-17.309,-1.43E-06,0.099389,2.4214,740,0.28362,-0.0018521,-0.34618,-23.356,-0.2905,922.07,'music'
-13.049,-2.83E-06,0.21441,0.7458,689,2.063,-0.23998,-0.41758,-21.476,-0.3867,1992.2,'music'
-11.812,-2.77E-06,0.066178,4.2498,382,0.038087,-0.099163,-0.20998,-22.959,-0.068126,587.08,'speech'
-12.507,-2.06E-06,0.058608,4.044,392,1.1389,0.3526,-0.12788,-23.475,0.09456,542.2,'music'
-20.968,-7.97E-07,0.05812,3.0615,714,0.48159,-0.16806,0.029515,-25.605,-0.52355,572.33,'speech'
-17.482,-1.23E-06,0.039072,3.1073,393,2.2112,-0.049889,-0.19973,-26.028,0.058675,345.37,'music'
-21.81,-4.58E-07,0.023687,2.2875,580,0.50715,-0.056374,-0.23364,-27.79,-0.43086,397.55,'music'
-17.708,-1.09E-06,0.057875,3.9677,467,1.626,-0.096746,-0.68475,-25.631,0.10103,486.98,'speech'
-16.047,-2.28E-06,0.062515,2.6407,688,0.4053,-0.13968,-0.074494,-22.068,-0.036895,661.32,'music'
-18.21,-2.74E-07,0.10623,1.8617,1627,-0.60141,-0.17763,-0.0095597,-25.853,-0.2899,2297.8,'speech'
-12.925,-1.62E-06,0.038584,4.3061,208,0.28543,0.042295,0.037424,-25.575,-0.44281,294.2,'music'
-18.012,-1.27E-06,0.095971,2.3556,615,1.3389,0.033177,-0.71195,-24.785,0.05648,871.38,'music'
-40.445,-8.58E-08,0.054457,2.1919,1084,0.42097,-0.062266,-0.079571,-30.963,-0.26996,771.73,'speech'
-13.53,-2.93E-06,0.08083,2.5633,521,2.1639,-0.45463,-0.64507,-22.787,0.0019822,930.43,'speech'
-15.079,-1.93E-06,0.060073,3.4452,528,0.26082,-0.0017117,0.039309,-23.219,0.10308,506.56,'music'
-30.05,-1.18E-07,0,1.8371,992,0.16774,0.064852,0.01372,-31.491,-0.10432,392.07,'speech'
-39.395,-1.20E-07,0.21099,1.5525,1323,0.039428,-0.053301,0.13729,-28.691,-0.207,2247.6,'speech'
-9.5145,-5.35E-06,0.074725,1.6315,652,1.9152,-0.077802,-0.060175,-19.91,0.3901,1204.8,'speech'
-23.638,-5.30E-07,0.11746,1.2696,1413,0.06583,-0.032389,-0.080805,-26.316,-0.025701,1328.5,'music'
-24.227,-6.84E-07,0.19389,1.5227,583,1.4458,0.10198,-0.44009,-25.359,-0.36296,1842.4,'music'
-10.062,-3.06E-06,0.081074,0.38391,938,2.2453,0.27429,0.53936,-21.608,-0.16693,1320.1,'speech'
-19.08,-9.72E-07,0.01978,3.9122,333,0.28516,0.16623,-0.20785,-26.03,0.18802,300.76,'speech'
-12.854,-2.47E-06,0.052991,4.2479,349,0.7456,0.049948,-0.12532,-23.21,-0.055174,509.92,'music'
-33.161,-1.13E-07,0,3.284,247,0.65014,-0.098468,0.047667,-33.294,0.2351,157.55,'speech'
-19.71,-1.03E-06,0.1348,1.1918,1379,0.61029,0.064416,-0.1172,-23.195,-0.30498,1488.2,'music'
-17.352,-1.12E-06,0.17729,2.0987,581,1.0008,-0.30558,-0.11331,-24.163,-0.4634,1426.5,'music'
-22.865,-4.98E-07,0.041026,-1.0266,997,1.4358,0.20936,0.022634,-26.859,0.38882,1097.4,'speech'
-14.845,-1.73E-06,0.068376,3.5133,363,0.73753,-0.16007,-0.13588,-24.086,-0.087777,719.82,'music'
-25.204,-2.22E-07,0,1.9708,852,0.62588,-0.045855,0.045895,-30.005,-0.055638,344.92,'speech'
-16.144,-1.65E-06,0.081563,2.9779,464,0.92117,-0.40781,-0.037136,-23.461,-0.25438,757.92,'music'
-24.619,-7.80E-07,0.16215,2.6591,662,1.1653,-0.13869,0.1119,-24.967,-0.41141,863.85,'speech'
-17.613,-1.09E-06,0.081319,2.4754,635,0.48791,-0.30613,0.18044,-24.183,-0.036831,746.77,'music'
-15.856,-2.30E-06,0.22906,0.85618,686,1.7403,-0.17652,-0.35904,-21.822,-0.34618,2076.2,'music'
-27.494,-3.47E-07,0.075214,2.3461,1057,0.56072,0.26747,0.040417,-27.446,-0.18179,700.96,'speech'
-14.479,-1.85E-06,0.046642,2.9258,803,0.048338,-0.11707,0.030263,-23.448,-0.12267,624.92,'speech'
-16.105,-1.53E-06,0.094261,1.9709,617,1.6458,-0.1896,-0.31021,-23.828,-0.022195,990.61,'music'
-23.421,-7.48E-07,0.062027,3.8123,525,1.2131,-0.49701,-0.35946,-26.338,-0.099682,564.9,'music'
-32.582,-3.19E-07,0.13919,1.2691,1059,0.35484,-0.04854,0.028106,-26.435,-0.25276,1528.2,'speech'
-13.006,-2.30E-06,0.10965,2.1299,969,0.58997,0.15716,-0.012151,-21.646,-0.047892,1069.6,'music'
-20.515,-5.77E-07,0.065446,3.044,621,0.46546,0.19525,-0.40672,-26.104,-0.095219,707.94,'speech'
-43.041,-8.14E-08,0.26081,0.76681,1363,0.086138,0.094911,-0.13017,-29.159,-0.16642,3167.1,'speech'
-12.835,-2.94E-06,0.11966,1.6967,598,0.71853,0.21211,0.13072,-21.714,0.046655,943.54,'music'
-35.13,-2.59E-07,0.1768,1.5014,1086,0.20238,-0.010229,0.0084295,-26.901,-0.31006,1748.6,'speech'
-14.625,-3.08E-06,0.063736,3.9224,460,0.58313,0.049472,0.13554,-21.963,-0.22603,808.13,'speech'
-20.92,-1.42E-06,0.11697,2.8212,709,-0.28591,-0.057252,0.30665,-23.361,0.15421,762.45,'speech'
-10.9,-3.56E-06,0.1243,2.5633,456,0.19715,0.0064798,-0.15527,-21.192,0.041118,1179.1,'speech'
-14.859,-1.95E-06,0.095971,3.4278,453,0.10434,-0.26987,-0.51628,-22.786,-0.41129,824.29,'music'
-19.312,-9.75E-07,0.10696,1.8544,1482,0.11408,-0.196,0.38036,-23.566,-0.19594,1679.8,'music'
-12.478,-1.21E-06,0.026129,4.7336,139,0.83835,0.70892,0.12981,-27.694,0.22909,221.22,'music'
-13.399,-1.03E-06,0.016117,2.7632,371,0.24134,0.2392,0.28355,-27.08,0.63093,138.31,'music'
-13.975,-1.81E-06,0.023443,3.8304,273,1.7497,-0.059949,-0.13445,-25.759,-0.32319,203.96,'speech'
-15.72,-1.39E-06,0.050061,4.0483,277,-0.34019,-0.4468,-0.3538,-25.526,-0.72497,443.51,'music'
-13.15,-2.15E-06,0.045665,2.7791,441,1.7607,-0.15662,0.22586,-24.202,0.38496,409.46,'music'
-12.258,-2.28E-06,0.077656,2.5586,610,0.43798,0.14058,0.18063,-22.854,0.97723,913.16,'speech'
-10.005,-2.45E-06,0.047375,1.3469,674,0.90812,0.3555,-0.49135,-23.025,0.012711,577.4,'music'
-25.843,-2.56E-07,0.27863,-0.65883,1305,0.73184,-0.2252,0.21033,-25.945,-0.25743,4155.1,'speech'
-21.83,-8.84E-07,0.11502,1.8569,780,1.4586,-0.23793,-0.56176,-24.696,-0.34796,879.74,'speech'
-8.367,-5.60E-06,0.05348,2.499,591,0.54802,-0.17563,0.4747,-19.832,0.18655,772.74,'speech'
-22.339,-7.51E-07,0.08547,1.899,701,1.1227,-0.014962,-0.11463,-25.074,-0.026561,899.6,'music'
-10.298,-2.74E-06,0.057875,3.0459,538,0.67719,0.2431,-0.052395,-21.874,0.33425,460.43,'music'
-20.69,-1.41E-06,0.1619,2.2095,700,1.9225,0.52944,0.5612,-23.503,-0.36115,1639.2,'speech'
-13.425,-2.82E-06,0.13602,1.331,806,1.2868,-0.053846,-0.18888,-21.295,-0.1801,1324.6,'music'
-23.113,-3.83E-07,0.013431,2.0692,769,-0.23928,-0.039083,0.12368,-28.919,-0.25803,379.05,'speech'
-14.092,-1.78E-06,0.054945,3.5463,344,0.27322,-0.096975,-0.244,-24.404,0.094229,465.08,'music'
-9.9318,-3.94E-06,0.078632,2.0172,653,0.28628,-0.21036,-0.052357,-20.425,0.21475,909.13,'speech'
-15.636,-1.07E-06,0.10037,2.8474,771,0.52289,0.56028,0.20341,-24.478,0.052707,741.43,'speech'
-15.035,-1.59E-06,0.023932,4.3143,202,0.57899,0.016904,-0.34673,-25.782,-0.20385,228.41,'speech'
-15.968,-1.98E-06,0.17875,1.6893,801,1.2425,0.40367,0.04977,-22.469,-0.016917,1851.2,'music'
-16.057,-1.33E-06,0.04591,3.951,251,-0.24282,0.056108,0.18001,-25.803,0.069378,386.83,'music'
-10.305,-4.23E-06,0.081563,3.304,507,0.6611,0.46424,-0.17751,-20.727,0.56998,719.85,'speech'
-15.079,-2.08E-06,0.03663,2.9274,441,0.9216,0.039583,0.23215,-23.682,0.29438,371.87,'music'
-21.951,-7.15E-07,0.04127,3.3444,411,0.67353,-0.4488,0.01099,-26.723,-0.30463,373.42,'music'
-16.53,-1.40E-06,0.075214,3.4819,715,-0.30147,0.02378,-0.32508,-24.329,-0.28795,583.09,'music'
-20.125,-8.18E-07,0.098168,1.8697,1127,1.1207,-0.20863,0.0091275,-24.856,1.0226,1037,'music'
-18.189,-1.38E-06,0.072039,3.3211,571,-0.0053634,-0.037565,0.18652,-24.03,-0.72521,693.84,'speech'
-11.203,-2.07E-06,0.047863,3.0152,541,0.93855,-0.029435,-0.27118,-22.855,0.1917,379.62,'music'
-19.331,-6.64E-07,0.13529,1.3875,653,0.85558,0.29034,-0.0035503,-25.881,0.2919,1372.1,'music'
-25.109,-4.09E-07,0.054701,4.1822,282,0.71149,-0.091381,-0.049429,-28.977,-0.10316,515.3,'music'
-16.968,-1.22E-06,0.075214,1.9905,692,0.36059,0.079749,-0.081106,-24.051,0.2099,716.05,'music'
-12.132,-3.40E-06,0.11966,1.5294,709,1.1947,0.11729,0.13793,-20.913,0.062031,1071.7,'music'
-16.399,-1.36E-06,0.025885,4.1604,295,1.0935,0.093602,-0.52142,-26.022,-0.5729,380.78,'speech'
-18.017,-1.55E-06,0.079365,2.0409,842,1.0599,0.61993,-0.24168,-23.316,0.46016,967.78,'speech'
-25.746,-5.88E-07,0.06569,1.0855,976,0.80231,-0.19227,-0.2416,-25.358,0.16272,992.74,'speech'
-21.25,-1.30E-06,0.12479,1.693,735,0.94267,-0.076587,0.27196,-23.638,0.38284,1246.4,'music'
-23.831,-6.39E-07,0.1072,1.6202,1283,0.34104,-0.09755,0.27235,-25.373,-0.45808,1298.5,'music'
-12.939,-3.17E-06,0.13919,1.9822,645,1.5331,-0.081379,0.083079,-21.491,-0.23073,769.86,'speech'
-10.607,-2.16E-06,0.033455,2.5154,441,1.7062,-0.23908,-0.060193,-24.792,-0.33139,301.63,'music'
-17.606,-1.08E-06,0.09011,1.3144,938,0.61906,-0.4837,-0.40375,-24.337,-0.73833,812.52,'music'
-9.606,-4.22E-06,0.10379,2.1266,497,0.51697,0.33931,0.071012,-21.009,0.22934,850.59,'speech'
-11.558,-2.28E-06,0.05812,3.2103,444,1.1398,-0.28312,0.16606,-23.581,-0.28445,533.12,'music'
-19.669,-4.77E-07,0.011966,4.3062,117,0.90471,-0.13339,-0.16074,-30.526,-0.020374,107.45,'music'
-14.557,-2.52E-06,0.061538,3.7651,433,1.1684,-0.2043,-0.12871,-22.773,0.54745,644.06,'speech'
-19.949,-9.56E-07,0.073748,2.6899,783,-0.27549,-0.0063308,0.015913,-24.786,0.18127,787.85,'music'
-13.635,-2.11E-06,0.064469,2.0418,1044,0.47696,-0.10568,0.054835,-22.526,0.13766,800.78,'music'
-23.007,-6.73E-07,0.079853,3.2809,689,-0.72972,0.17707,0.33925,-25.74,-0.0067181,582.49,'speech'
-11.662,-2.23E-06,0.073504,2.6629,563,-0.15817,0.017685,0.28942,-22.639,0.23522,718.81,'speech'
-30.1,-4.36E-07,0.19976,0.7445,1171,0.089684,0.079562,-0.0011531,-24.934,-0.37486,2859.5,'speech'
-13.665,-1.94E-06,0.060073,2.9253,932,0.31878,0.26819,0.24319,-22.823,0.28591,964.32,'music'
-21.422,-6.98E-07,0.075702,1.8998,916,-0.22734,0.17723,-0.41947,-25.826,0.18506,581.21,'speech'
-18.432,-1.25E-06,0.11746,2.1917,574,2.3371,0.13812,0.10371,-24.927,0.36114,894.37,'speech'
-16.219,-1.92E-06,0.10305,1.3638,868,0.14059,0.43068,-0.4317,-21.853,-0.23117,1444.5,'music'
-28.932,-2.14E-07,0.027106,1.6179,1037,0.81588,0.092538,0.12105,-30.062,0.033673,458.95,'speech'
-26.761,-4.57E-07,0.06398,1.7481,616,1.0632,-0.023568,-0.014175,-27.2,0.39657,728.15,'speech'
-19.243,-2.00E-06,0.07619,2.554,729,0.052541,-0.1497,0.19583,-22.077,0.088899,925.79,'music'
-18.115,-1.24E-06,0.1243,2.7527,548,1.3861,-0.24473,0.17134,-23.888,-0.17514,1031.7,'music'
-46.036,-6.28E-08,0.21319,1.448,1367,0.044192,-0.077889,0.0081189,-30.233,-0.17033,2501.2,'speech'
-17.013,-1.41E-06,0.051526,3.5645,368,0.30534,0.083735,-0.24557,-24.943,-0.0043694,492.63,'music'
-16.723,-1.41E-06,0.054212,2.5421,605,1.2943,-0.15669,-0.29283,-23.953,-0.36314,561.15,'music'
-14.197,-1.78E-06,0.055922,2.9764,687,0.30992,0.091479,0.030028,-23.763,0.012578,470.35,'speech'
-33.804,-1.44E-07,0.054701,1.691,1115,0.14773,0.0002027,-0.19971,-30.019,-0.13993,690.07,'speech'
-16.96,-5.82E-07,0.012454,2.1992,438,1.9011,-0.21034,0.65362,-28.627,0.05318,298.18,'speech'
-23.019,-8.25E-07,0.10501,4.3855,556,0.66554,-0.014297,-0.76539,-26.708,0.50554,973.13,'music'
-21.71,-8.05E-07,0.11282,1.363,564,2.9931,-0.40613,-0.36776,-26.614,0.0045675,1270.2,'speech'
-9.5825,-4.68E-06,0.058364,3.1588,499,0.81319,0.14704,-0.43554,-20.858,0.0045548,775.48,'speech'
-15.556,-1.61E-06,0.14847,1.585,613,2.638,-0.36198,-0.16709,-24.414,0.51572,1918.2,'speech'
-44.665,-7.20E-08,0.19048,1.5241,1368,0.12357,0.055368,-0.024832,-30.123,-0.065917,2124.4,'speech'
-14.038,-2.16E-06,0.05177,3.26,609,0.17253,-0.035387,0.082802,-23.197,0.083931,452.05,'music'
-14.12,-2.22E-06,0.089621,2.8414,692,0.49065,0.098651,-0.5398,-22.629,-0.29683,750.6,'music'
-19.434,-5.15E-07,0.012454,3.07,120,1.3999,0.2128,0.018791,-30.262,0.30139,80.396,'speech'
-12.987,-2.92E-06,0.1431,1.5741,795,1.2505,0.21666,-0.039343,-21.454,0.11485,1293.5,'music'
-15.874,-2.55E-06,0.060806,3.5428,510,2.52,-0.72652,-0.42949,-23.303,-0.05985,1208.8,'speech'
-17.186,-2.20E-06,0.11282,1.7733,875,0.38624,0.064503,0.18329,-21.811,0.24078,1063.1,'music'
-22.937,-8.67E-07,0.092796,3.3943,554,0.6104,0.0051554,-0.17423,-25.021,-0.04979,602.52,'speech'
-16.998,-1.37E-06,0.069841,2.4881,1185,0.61767,-0.13622,-0.0082078,-23.763,0.12955,919.27,'music'
-20.806,-6.76E-07,0.0884,2.3422,801,1.2595,0.063587,0.17252,-25.667,-0.25116,803.53,'speech'
-17.219,-9.94E-07,0.15873,0.86592,1516,1.0571,0.071653,0.16792,-23.813,0.13895,1949.8,'music'
-17.192,-1.12E-06,0.077167,1.7977,868,0.68222,-0.21129,-0.089408,-25,-0.65708,882.97,'music'
-15.696,-1.14E-06,0.053968,4.4172,314,0.98696,-0.11268,0.72453,-25.817,0.34721,446.23,'music'
-12.155,-3.38E-06,0.11673,0.26096,1101,0.41646,0.04479,0.0055883,-19.997,0.31102,2103.2,'speech'
-22.305,-9.02E-07,0.10696,3.1116,518,0.9519,-0.17318,0.079002,-25.321,0.37931,897.18,'music'
-16.03,-6.98E-07,0.081074,-0.052256,1552,1.3314,0.093385,-0.031906,-24.48,0.45157,2218.5,'speech'
-21.702,-1.16E-06,0.11038,3.2073,644,0.6096,-0.3315,-0.23679,-24.952,-0.42285,519.61,'speech'
-24.763,-9.90E-07,0.15775,3.2651,654,-0.4889,0.24333,-0.068101,-24.735,0.21825,695.86,'speech'
-18.38,-1.43E-06,0.083028,1.9499,766,0.59911,0.069069,0.032064,-23.436,-0.063695,858.07,'music'
-16.873,-1.73E-06,0.10549,1.693,838,1.0242,-0.047363,-0.069847,-22.895,-0.00073997,1024.7,'music'
-13.251,-1.00E-06,0.01685,3.7143,206,0.97361,0.43729,0.0071862,-27.299,-0.13189,131.78,'music'
-13.086,-1.21E-06,0.081807,1.5837,833,0.57537,0.12866,0.068008,-23.761,0.0030419,934.11,'speech'
-19.931,-1.00E-06,0.13504,2.2506,607,2.6308,-0.19965,-0.2721,-25.427,-0.14596,537.99,'speech'
-11.943,-2.65E-06,0.11893,3.3624,467,1.8584,-0.09758,0.076909,-23.58,-0.26544,1216.2,'speech'
-15.609,-1.03E-06,0.032967,4.6533,192,0.86518,0.20785,-0.076314,-27.813,0.08043,268.59,'music'
-17.893,-1.34E-06,0.057143,3.3962,564,0.14316,-0.18114,-0.10726,-24.491,-0.378,606.3,'music'
-36.562,-1.49E-07,0.032479,3.1319,654,0.032149,-0.033651,-0.17124,-30.579,-0.20427,448.04,'speech'
-17.836,-1.01E-06,0.02906,4.6482,166,0.72083,0.23759,-0.12478,-27.52,-0.11299,246.87,'music'
-30.651,-4.33E-07,0.19194,1.6656,643,1.6154,-0.087612,-0.10548,-26.414,-0.39872,1626,'speech'
-28.368,-3.04E-07,0.10574,2.4716,926,0.3301,-0.024966,0.11547,-27.869,-0.082781,690.57,'speech'
-12.058,-2.42E-06,0.15971,-0.085731,952,0.52794,0.18519,0.0032451,-21.47,0.13581,1642.2,'speech'
-25.715,-8.47E-07,0.14212,2.9994,695,0.22089,0.13811,-0.36021,-25.178,-0.043203,627.4,'speech'
-17.32,-1.13E-06,0.05641,2.3226,619,0.75097,-0.12419,0.18539,-26.336,-0.0053634,363.98,'music'
-23.853,-5.35E-07,0.04127,4.284,196,0.3834,0.16467,-0.16685,-28.913,0.14969,395.69,'music'
-19.92,-1.33E-06,0.05177,2.9065,522,0.61651,-0.15913,-0.1705,-23.853,-0.2765,570.91,'music'
-11.126,-4.08E-06,0.074725,4.0411,428,0.10294,0.17241,-0.73573,-21.924,-0.31831,691.38,'speech'
-32.454,-1.11E-07,0,2.9987,327,0.56194,-0.052075,0.001218,-32.956,0.15263,178.04,'speech'
-12.882,-2.11E-06,0.064957,3.2444,565,0.27768,0.028797,0.12635,-23.303,0.23834,574.44,'music'
-27.483,-2.78E-07,0.020513,2.6788,477,0.72886,0.092588,-0.11115,-30.3,-0.16893,268.25,'speech'
-19.722,-1.27E-06,0.047375,3.3298,494,2.1855,-0.4424,0.072283,-25.392,0.19931,652.25,'speech'
-11.505,-2.47E-06,0.071795,2.6615,572,0.49601,-0.13668,0.0022126,-21.978,-0.1305,644.4,'music'
-14.387,-1.13E-06,0.20415,1.0691,1089,0.56804,0.029317,0.27871,-23.766,-0.1606,1706.5,'music'
-17.879,-7.17E-07,0.22198,-0.48305,1525,1.1126,0.070316,0.14041,-23.249,0.11957,2865.7,'music'
-16.204,-1.13E-06,0.092308,2.9185,440,-0.56896,0.25123,0.59399,-25.571,0.33763,759.86,'music'
-29.835,-8.17E-09,0.20659,1.1715,1580,0.071798,0.082275,-0.23799,-26.955,-0.077237,5278.8,'speech'
-10.932,-1.56E-06,0.04591,1.2498,1127,1.1912,0.38166,0.23574,-25.803,0.10596,438,'speech'
-18.449,-1.64E-06,0.10525,2.8455,556,-0.18353,-0.27876,0.021402,-23.001,-0.033027,887.73,'music'
-22.926,-2.61E-07,0.050549,4.6491,142,0.6535,0.76183,0.066594,-31.933,0.66914,421.49,'music'
-12.875,-2.10E-06,0.084493,3.4184,577,1.9445,-0.54954,0.39883,-23.759,-0.13942,635.1,'speech'
-9.6464,-2.32E-06,0.040781,3.7536,231,-0.15847,0.3201,-0.73535,-24.342,0.21089,318.03,'speech'
-18.051,-1.29E-06,0.063492,2.579,656,0.48496,0.10537,0.030981,-24.032,0.18554,601.04,'music'
-25.382,-1.42E-07,0.16264,0.42007,1715,0.56212,0.10026,0.31656,-27.175,-0.29882,3233.4,'speech'
-19.156,-9.85E-07,0.19072,2.0926,924,-0.029146,-0.14951,0.33529,-23.935,-0.32453,1268.6,'speech'
-15.772,-1.63E-06,0.026374,4.7003,244,1.1292,0.1055,-0.015156,-25.836,0.097039,264.45,'music'
-12.301,-1.77E-06,0.0442,2.8024,548,1.178,0.41581,0.40721,-24.866,-0.0070189,304.39,'speech'
-10.891,-2.88E-06,0.044689,4.0812,406,0.041079,-0.17712,0.62756,-22.839,0.1249,496.24,'speech'
-17.035,-1.43E-06,0.055678,2.6013,570,1.0354,-0.18711,0.12167,-23.999,-0.0032161,476.43,'music'
-12.856,-1.82E-06,0.089377,2.0532,689,0.18598,-0.13439,0.47384,-22.873,0.184,763.27,'music'
-22.123,-7.36E-07,0.063492,4.5548,305,1.3879,0.046615,0.31669,-27.546,0.4083,579.72,'music'
-30.57,-2.54E-07,0.10256,2.1242,1188,0.46453,-0.1961,-0.048506,-27.778,-0.042057,979.92,'speech'
-11.346,-1.77E-06,0.037118,2.0607,709,1.2262,-0.01131,-0.054401,-23.951,0.49774,386.62,'speech'
-19.215,-1.23E-06,0.10769,2.6703,569,1.3356,-0.11476,-0.12727,-23.844,-0.35094,1108.3,'music'
-14.168,-1.43E-06,0.079853,3.5164,343,-0.3518,0.88977,0.10543,-25.315,0.69222,587.38,'music'
-23.863,-3.60E-07,0.009768,1.3231,540,0.58968,0.21108,0.19888,-30.055,0.21489,223.89,'speech'
-34.353,-3.57E-07,0.14481,2.186,942,0.51888,0.21531,0.22176,-26.614,-0.06325,1288.4,'speech'
-30.319,-1.31E-07,0.058852,1.1426,1228,0.32696,-0.19349,0.094226,-29.874,0.057743,1387.4,'speech'
-27.28,-2.08E-07,0.23761,0.54318,1441,0.070866,0.17773,-0.45586,-26.368,-0.38377,3497.5,'speech'
-37.7,-1.86E-07,0.19121,2.1723,1125,0.71547,-0.028064,0.031663,-28.446,-0.14104,1238.4,'speech'
-9.8353,-3.29E-06,0.094505,2.0423,412,1.5682,0.42601,0.1429,-22.562,0.41345,1024.6,'speech'
-16.201,-2.64E-06,0.067643,3.759,465,-0.11057,0.28795,-0.087374,-22.601,0.25152,499.95,'speech'
-12.27,-2.28E-06,0.092796,2.722,574,0.53773,0.14346,-0.46152,-22.412,-0.3862,898.98,'music'
-25.01,-2.06E-07,0,1.5979,1103,0.25782,0.14395,0.042054,-29.943,-0.11344,424.64,'speech'
-37.682,-1.71E-07,0.1707,1.925,1350,-0.0012623,-0.12015,-0.038378,-27.857,-0.21159,2086.6,'speech'
-14.157,-1.35E-06,0.058608,2.5871,531,0.76634,0.029026,-0.097545,-24.099,0.039797,579.98,'music'
-26.356,-6.06E-07,0.13773,3.0527,820,-0.065513,0.13727,0.23311,-25.469,-0.079643,891.25,'speech'
-35.644,-2.60E-07,0.1873,1.4169,1042,0.46883,-0.007985,-0.096105,-26.886,-0.3551,1780.4,'speech'
-24.976,-1.42E-07,0,-0.60251,1566,1.2931,-0.56882,-0.30678,-30.16,0.16127,997.28,'music'
-22.314,-5.88E-07,0.12845,2.2595,757,0.66786,-0.24624,-0.40396,-26.163,-0.73357,437.03,'speech'
-17.271,-1.17E-06,0.074725,2.0053,839,0.84072,0.35603,-0.26378,-24.233,0.11152,721.56,'music'
-13.397,-2.75E-06,0.14652,0.90492,982,0.74139,-0.11024,0.20311,-20.907,0.28731,1484,'music'
-16.077,-1.09E-06,0.078144,3.1756,490,1.712,-0.29687,-0.032886,-25.168,0.57909,752.09,'speech'
-20.93,-5.95E-07,0.069109,4.4838,311,0.54836,0.36671,0.36559,-27.85,0.4609,609.08,'music'
-17.638,-1.67E-06,0.093773,2.9086,515,1.5623,0.041531,-0.35705,-23.271,-0.44304,841.92,'music'
-24.795,-1.99E-07,0,1.658,1069,0.22516,-0.061619,-0.2269,-30.61,-0.26378,375.31,'speech'
-27.586,-2.71E-07,0.22002,0.97437,1180,0.18968,0.13915,-0.4256,-26.929,0.17333,2074.6,'speech'
-13.26,-1.44E-06,0.14652,0.1352,1156,0.49336,0.37537,-0.12746,-22.835,-0.4785,2218.4,'speech'
-9.7781,-3.66E-06,0.049328,2.4646,784,0.70762,0.44023,0.0081698,-20.759,0.081757,771.18,'speech'
-21.519,-8.05E-07,0.047375,1.8661,834,1.4255,-0.12975,0.42152,-25.108,-0.38448,815.26,'speech'
-14.721,-3.19E-06,0.10549,2.9873,498,0.44986,-0.066461,0.20871,-21.547,-0.18711,1045.3,'speech'
-27.189,-2.40E-07,0.026129,1.6358,587,0.88933,-0.047405,0.061108,-30.668,0.26045,297.53,'speech'
-15.176,-2.05E-06,0.22784,0.9542,1172,1.5242,0.19417,-0.059346,-22.309,0.14973,1624.7,'speech'
-12.178,-2.85E-06,0.15458,0.58804,1217,1.3153,0.12137,-0.068573,-20.443,0.077392,2053.7,'speech'
-17.189,-9.18E-07,0.026374,3.062,479,0.095716,-0.070839,0.38623,-26.381,0.29465,353.31,'music'
-15.213,-2.23E-06,0.10037,2.2273,653,0.82792,-0.12515,-0.12744,-21.804,-0.064055,859.16,'music'
-23.658,-4.08E-07,0.027106,2.4308,790,0.74318,0.11833,0.11418,-28.871,-0.072414,392.51,'music'
-12.329,-2.72E-06,0.10916,1.0506,844,1.2991,0.052816,-0.1849,-21.194,0.28344,1491.6,'music'
-32.802,-1.34E-07,0.0019536,2.4367,862,0.61174,0.082743,0.084425,-31.382,0.050633,387.42,'speech'
-14.559,-1.55E-06,0.05348,3.3466,352,0.48421,-0.2286,-0.060465,-24.776,-0.062881,426.91,'speech'
-10.929,-3.72E-06,0.11477,0.29822,778,1.3807,-0.88741,-0.65716,-20.72,-0.60842,1491.1,'speech'
-16.249,-1.49E-06,0.083516,2.9294,518,1.5383,-0.12346,-0.1872,-23.525,-0.52876,843.12,'music'
-11.529,-1.96E-06,0.094017,0.87938,943,0.64539,0.1585,-0.066417,-22.619,-0.18043,1022.2,'speech'
-12.918,-1.89E-06,0.074481,2.8771,503,1.5302,-0.30349,-0.11395,-23.179,-0.56574,679.29,'music'
-14.492,-2.34E-06,0.025885,4.15,566,0.50055,0.4286,-0.01189,-23.458,-0.085357,541.49,'speech'
-33.147,-1.36E-07,0.030281,2.5386,486,0.096204,0.036278,0.21062,-31.317,-0.19178,387.8,'music'
-21.277,-5.79E-07,0.17192,1.0893,903,1.7255,0.061576,-0.31902,-25.151,-0.42219,1893.9,'speech'
-24.072,-6.36E-07,0.077411,1.8441,851,-0.026705,0.041293,0.15277,-25.206,0.14722,880.25,'speech'
-28.347,-2.16E-07,0,1.5919,1101,0.44419,-0.034382,-0.084372,-28.537,-0.13852,595.4,'speech'
-42.26,-9.97E-08,0.17338,1.8191,1318,-0.043995,0.03571,0.07175,-29.477,-0.054034,1846.8,'speech'
-13.834,-1.59E-06,0.091575,1.5799,1160,1.152,0.00015526,-0.21538,-23.517,-0.51228,758.59,'music'
-11.786,-2.44E-06,0.064713,1.9773,1273,0.18304,0.60589,-0.094762,-22.299,0.03884,1018.6,'music'
